"","X","ID","day","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"18273",18273,1767,23,0.5,0.25,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.75,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75
"18274",18274,1767,24,0.25,0.5,0.5,0.5,0.75,1,0.5,0.5,0.5,0,0.25,0.25,0.5,0.5,0.5,0.75,0.5,0,0.5,0.5,0.75,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.75,0.25,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.5
"18275",18275,1767,25,0.5,0.5,0.5,0.5,0.75,1,0.5,0.5,0.5,0.25,0.25,0,0,0.25,0,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.5
"18276",18276,1768,1,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0,0,0,0,0,0.25,0.75,0.25,0.75,0.25,0,0.5,0,0.25,0,0,0,0.25,0,0.5,0,0.25,0.5,0.5,1,0.5,0.5,0.25,0.5
"18277",18277,1768,2,0.5,0,0,0.75,0.75,0.5,0.75,0.5,0.75,0,0.25,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0.5,0.5,0,0,0.25,0.25,0,0.5,0.75,0.5,0,0.25,0.5,0.75,0.5
"18278",18278,1768,3,0,0,0,1,0.75,0.75,0.25,0.25,0.25,0,0.25,0,0,0,0.5,0.75,0,0.5,0,0,0.75,0,0,0.5,0.5,0.75,0,0.25,0.25,0,0.5,0,0.25,0,0,0.5,0,0
"18279",18279,1768,4,0.25,0.75,0.25,0.25,0,0.25,0.25,0.25,0.25,0,0.5,0,0.75,0.75,0.75,0.25,0,0.75,0,0,1,0,0,0.25,0.25,0,0,0.25,0.25,0.75,0.25,0,0,0,0,0.25,0,0
"18280",18280,1768,5,0.5,0.25,0.5,0,0,0,0.5,0.75,0.75,0.5,0,0,0,0,0,0,0.75,0.5,0,0,0,0,0,0,0,0.25,0,0,0.75,0,0.5,0,0.75,0,0.25,0.5,0,0.75
"18281",18281,1768,6,0.25,0.5,0,0,0,0,0.5,0.25,0.5,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5
"18282",18282,1768,7,0,0.5,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0.25,0.5,0,0.25,0.25,0,0,0.5,0,0,0,0,0,0,0,0.5,0.75,0.25,0,0.25,0.25,0,0.25,0.25,0.25
"18283",18283,1768,8,0.5,0.5,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,0,0,0.5,0.25,0,0,0.5,0,0,0.5,0,0,0,0.25,0.25,0,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25
"18284",18284,1768,9,0.5,0.75,0.5,0,0,0.25,0.5,0.25,0.5,0.25,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0.5,0.25,0.25,0,0,0.5,0.5,0.5
"18285",18285,1768,10,0.5,0.75,0.5,0,0,0,0.75,0.75,0.75,0.5,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,1,0,0.75,0.25,0.5,0.5,0.5,0.75,0.5,0.5
"18286",18286,1768,11,0.5,0.5,0.5,0,0,0.25,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.5,0.25,0.25,0,0,0.25,0.25,0.5
"18287",18287,1768,12,0.25,0.5,0.25,0,0.5,0,0,0.5,0.25,0.5,0.75,0,0.75,0.75,0.75,0,0.5,0,0,0,0.75,0,0.25,0.25,0.25,0,0,1,0.5,0.75,0.25,0.5,0.5,1,0.25,0.5,0,0.25
"18288",18288,1768,13,0.25,0.75,0.25,0.75,1,1,0.25,0.25,0.25,0,0,0,0,0.75,0.75,1,0.75,0.75,0,0,0.5,0,0.25,0,0.25,0,0,0.25,0,0.25,0,0,0.25,0,0,0.25,0,0.25
"18289",18289,1768,14,0.25,0.75,0.5,0.5,0,0.25,0.25,0.25,0.5,0.25,0.25,0,0,0,0.25,0.25,0.75,0,0,0,0.25,0,0,0,0,0,0,0.5,0.25,0.25,0.5,0.25,0.25,0,0,0.5,0.25,0.25
"18290",18290,1768,15,0.75,0.5,0.75,0,0.25,0.5,0.5,0.5,0.75,0.25,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.25,0.5
"18291",18291,1768,16,0.5,0.5,0.25,0.25,0,0.5,0.5,0.25,0.5,0.5,0.25,0,0,0,0.25,0.25,0.5,0.75,0,0,0.25,0,0,0.25,0,0,0,0.75,0.75,0,0.5,0.5,0.25,0,0.25,0.5,0.25,0.5
"18292",18292,1768,17,0.75,0.5,0.5,0,0,0,0.5,0.5,0.75,0.75,0.25,0.25,0,0,0.25,0,0.5,1,0.5,0,0,0,0,0.25,0.25,0,0,0.5,1,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5
"18293",18293,1768,18,0.5,0.5,0.5,0,0,0,0.75,0.75,1,0.75,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0.25,0,0,0,0.75,0,0.75,0.75,0.75,0.5,1,0.75,0.5,0.75
"18294",18294,1768,19,0.75,0.5,0.75,0,0,0.25,0.75,0.5,0.5,0.5,0,0,0,0,0.25,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0.25,0,0.5,0,0.5,0.75,0.5,0,0.5,0.5,0.5,0.5
"18295",18295,1768,20,0.5,0.25,0.5,0,0,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0.25,0,0.75,0.25,0.25,0,0,0,0,0,0.5,0.25,0,0,0.5,0,0.5,0.5,0.25,0,0.25,0.5,0.5,0.5
"18296",18296,1768,21,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.25,0,0.5,0.5,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.25
"18297",18297,1768,22,0.5,0.5,0.25,0.5,0,0.5,0.5,0.25,0.5,0,0.25,0,0,0,0.25,0,0.5,0.5,0.25,0,0,0,0,0,0.5,0.25,0.25,0.25,0.5,0,0.5,0.5,0.25,0,0.25,0.5,0.25,0.5
"18298",18298,1768,23,0.25,0.25,0.5,0,0,0.25,0.25,0.25,0.5,0,1,0.25,0,0,0.25,0.25,0.25,0.5,0.5,0,0,0,0,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0.25
"18299",18299,1768,24,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0,0.25,0,0,0.25,0.25,0.25,0.5,0.25,0,0,0,0,0,0,0.5,0.25,0.25,0,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"18300",18300,1768,25,0.5,0.25,0.25,0,0,0.25,0.5,0.5,0.5,0,0,0.25,0,0,0.25,0,0.25,0,0.25,0,0.25,0,0,0,0.5,0,0,0,1,0,0.5,0.75,0.25,0.75,0.5,0.5,0.25,0.75
"18301",18301,1770,1,0.75,0.75,0.75,0,0.5,1,0.5,0,0.25,0,0,0,0.25,0,0.5,0.5,0,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0.75,0.25,0.75,0,0,0.75,0.75,0.75,0,0.75
"18302",18302,1770,2,0,0.25,0.25,0.75,0.75,0.75,0,0,0,0,0.5,0,1,1,1,0.75,0.5,0.75,1,1,1,1,1,0.5,1,0.25,1,1,0.5,1,0.75,0.25,0,0.25,0.5,0.75,0,0.75
"18303",18303,1770,3,0.25,0.5,0.75,0,0.75,0.75,0.25,0.25,0.25,0.25,0.5,0,0.75,0.5,0.75,0,0.25,0.75,0.25,0.5,0.75,0.25,0.25,0.5,0.5,0,0,0.75,0.25,0.25,0.75,0,0,0,0.25,0.75,0.5,0.5
"18304",18304,1770,4,0,0.25,0.25,0,0.5,0.5,0.25,0,0,0.25,0,0,0.75,1,0.75,0.5,0.25,0.75,0.75,0.25,0.75,0.5,0.25,0.25,0.5,0,0.25,0.5,0.75,0.5,0.5,0.25,0,0,0.25,0.5,0.25,0
"18305",18305,1770,5,0.25,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.25,0,0,0,0.75,0.75,0.75,0.25,0.25,0.75,0.5,0.25,0.5,1,1,0,0.75,0.5,0.75,0.25,0.25,0.75,0.75,0.5,0,0.75,0.25,0.75,0.25,0.25
"18306",18306,1770,6,0.25,0,0,0.25,0.5,0.75,0.25,0,0,0.25,0,0,0.75,0.75,1,0.75,0,0.75,0.25,0.25,0.75,1,0.25,0.5,0.75,0.25,0.25,0.5,0.5,0.75,0.25,0.5,0,0.25,0.5,0.25,0,0.25
"18307",18307,1770,7,0.75,0.25,0.25,0,0.25,0.25,0.75,0.75,0.5,0.75,0.75,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0.25,0.75,0.75,0.5,0.75,0.5,0.25,0.75,0.75,0.25,0.75,0.25,0,0.75,0.75,0.5,0.75,0.75
"18308",18308,1770,8,0.5,0.25,0.5,0,0.25,0.75,0.25,0.75,0.5,0.5,0.5,0.5,0,0.25,0.25,0,0,0.25,0.25,0.25,0,0.25,0.5,0,0.75,0.75,0,0.25,0.75,0.25,0.25,0.25,0.5,0.5,0.75,0.5,0.25,0.25
"18309",18309,1770,9,0.25,0.5,0.25,0.25,0.5,0.75,0.75,0.25,0.75,0.25,0.75,0.25,1,0.75,1,0.5,0.25,0.75,0.75,0.25,1,1,1,0.75,0.75,0.25,0.75,0.5,0.5,1,0.25,0.5,0,0,0.5,0.5,0,0.25
"18310",18310,1770,10,0.5,0.5,0.25,0.25,0.75,0.5,0.5,0.25,0.5,0.25,0,0,0.25,0.25,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.75,0,0.5,0.5,0.25,0,0.5,0.25,0.75,0.25,0,0.25,0.5,0.75,0.5,0.75
"18311",18311,1770,11,0.25,0.25,0.5,0.25,0.5,0.75,0.75,0,0.75,0.5,0,0,0.25,0.75,0.5,0.25,0.5,0.5,0.75,0.5,0.25,0.75,0.5,0,0.5,0.25,0.5,0,0.75,0.75,0.5,0.5,0,0.25,0.75,0.5,0.25,0.75
"18312",18312,1770,12,0.25,0.25,0.25,0,0.75,0.75,0.5,0.25,0.5,0.75,0,1,0.75,1,1,0.75,0.5,0,0.75,0,0.5,0.75,0.25,0.25,1,0.5,0,0.25,0.75,0.75,0.75,0.25,0.25,0.75,1,0.75,0,0.5
"18313",18313,1770,13,0.25,0.5,0,0,0.25,0.5,0.5,0,0.25,0.25,0.5,0,0.5,1,0.75,0.75,0,0.25,0.5,0.25,0.5,0,0.25,0,0.75,0.5,0.25,0.25,1,0.25,0.75,0.75,0.25,0.5,0.75,0.75,0.25,0.25
"18314",18314,1770,14,0.5,0.25,0.5,0.25,0.75,0.5,0.5,0.5,0.25,0.5,0.25,0,0.5,0.25,0.75,0.25,0,0.75,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.25,0.25,0.5,0,0.25,0.75,0.75,0,0,0.25,0.5,0,0.25
"18315",18315,1770,15,0.25,0.25,0.25,0.25,0.75,0.75,0.5,0.25,0.25,0.75,0,0,0.5,0.25,0.75,0.25,0.25,0.75,0.25,0.75,1,0.75,0,0.25,0.5,0.25,0.25,0.5,0.5,0.75,0.5,0.5,0,0.75,0,0.25,0,0
"18316",18316,1770,16,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0,0.25,0,0,1,0.75,1,0.5,0.25,0.25,0.5,0.25,0.75,0.5,0.75,0.75,0.25,0.25,0.25,0,0.25,0.25,0.5,0.75,0,0.5,0.5,0.75,0,0.25
"18317",18317,1770,17,0.25,0.5,0.25,0.75,0.25,0.75,0,0.25,0,0.25,0,0.75,0.75,0.25,1,0.25,0.5,0.5,0.25,0.25,1,0.75,0.75,0.75,0.25,0.25,0.25,0,0.75,1,0.25,0,0,0.25,0.25,0.5,0.5,0.25
"18318",18318,1770,18,0.25,0.25,0.25,0.25,0.5,0.75,0.5,0,0.25,0.25,0.75,0.25,0.5,0.25,0.75,0.75,0.25,0.5,0.75,0.25,0.25,0.5,0.5,0.25,0.75,0.25,0.25,0.25,0.25,0.75,0.25,0.5,0,0.25,0.5,0.5,0,0.5
"18319",18319,1770,19,0.5,0.25,0.5,0.25,0.75,0.25,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25,0.75,0.5,0.25,0.5,0.5,0.75,0,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0,0,0.25,0.5,0.5,0.25
"18320",18320,1770,20,0.25,0,0,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.75,0.25,0,0.5,0.75,0.75,1,1,0.5,1,0.25,0.25,0.5,0.75,0.5,0.25,0,0.25,0.5,0.5,0.5,0,0.25
"18321",18321,1770,21,0.25,0.25,0.5,0.25,0.25,0.25,0.75,0.5,0.5,0.75,0.5,0.75,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0.5,0.5,0,0,0.25,0,0.25,0.5,0.25,0.5,0.75,0.5,0.5,0.5
"18322",18322,1770,22,0.25,0.25,0.5,0.25,0.5,0.75,0.5,0,0.25,0.25,0,0.75,0.25,0.25,0.5,0.5,0.25,0.5,0.25,1,0.5,0.75,0.25,0.75,0,0.5,0,0.25,0.5,0.25,0.75,0.5,0.25,0.25,0.5,0.75,0,0.75
"18323",18323,1770,23,0.25,0.75,0.75,0.5,0.75,0,0.5,0.25,0.25,0.25,0.25,0,0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.25,0.5,0.75,0.5,0.25,0.25,0.5,0,0.5,0.25,0.25,0.25,0.25,0,0.75,0.25,0.25,0,0.25
"18324",18324,1770,24,0,0,0.5,0.25,0.25,0.25,0.25,0.25,0,0.75,0.75,0.5,0.75,0.5,1,0.25,0.75,0.5,0.5,0.75,1,0.75,0.75,0.75,0.5,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0,0.25,0,0.25,0,0.25
"18325",18325,1770,25,0.25,0.25,0.25,0,0.25,0.25,0.25,0,0.5,0.25,0.5,0.25,0.5,0.75,0.5,0,0,0,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.25,0.25,0.75,0.75,0.5,0.5,0,0,0.25,0.25,0.5,0.5,0.25
"18326",18326,1771,1,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.25,0,0.5,0,0,0.5,0,0.25,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.25
"18327",18327,1771,2,0.75,0.75,0.75,0,0,0.25,0.75,1,0.25,0.75,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0.75,0.75,1,0.75,0.5,0.75
"18328",18328,1771,3,0.75,0.75,0.75,0,0,0.25,0.5,0.25,0.5,0.5,0.25,0,0,0.75,0,0,0.5,0,0,0,0.75,0,0,0,0,0,0,0,0.5,0.75,0.75,0.5,0.25,0.75,0.5,0.75,0.25,0.5
"18329",18329,1771,4,0.75,0.75,0.75,0,0,0,0.75,0.5,0.5,0.5,0.25,0,0,0.5,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5
"18330",18330,1771,5,0.75,0.75,0.75,0,0,0.5,0.5,0.5,0.5,0.75,0.5,0,0,0.5,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.5
"18331",18331,1771,6,0.75,0.75,0.75,0,0,0.5,0.75,0.5,0.5,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0.75,0.75,0.75,0.75,0.75,1,0.5,0.5
"18332",18332,1771,7,0.75,0.75,0.5,0,0,0.5,0.5,0.75,0.5,0.75,0.5,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.25
"18333",18333,1771,8,0.5,0.75,0.75,0,0,0.5,0.75,0.5,0.5,0.5,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.75,0.75,0.5,0.5,0.75,0.75,0.5,0.5
"18334",18334,1771,9,0.5,0.5,0.75,0,0,0.5,0.25,0.5,0.5,0.5,0.5,0,0,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.5
"18335",18335,1771,10,0.5,0.75,0.75,0,0,0.5,0.5,0.5,0.5,0.5,0.25,0,0,0.25,0,0.5,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5
"18336",18336,1771,11,0.75,0.5,0.75,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.5,0.25
"18337",18337,1771,12,0.75,0.75,0.75,0,0.5,1,0.5,0.75,0.75,0.5,0.75,0,0,0.25,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.5
"18338",18338,1771,13,0.5,0.5,0.5,0,0,0.25,0.5,0.75,0.25,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.75,0.25,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5
"18339",18339,1771,14,0.75,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5
"18340",18340,1771,15,0.75,0.75,0.5,0,0,0.25,0.75,0.5,0.25,0.5,0.5,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5
"18341",18341,1771,16,0.75,0.75,0.75,0,0,0.25,0.75,0.5,0.25,0.25,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.25
"18342",18342,1771,17,0.5,0.5,0.5,0,0,0.5,0.25,0.25,0.25,0.25,0.25,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.25
"18343",18343,1771,18,0.5,0.5,0.75,0,0,0.25,0.5,0.75,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.5,0.75,0,0.5,0.5,0.75,0.75,0.75,0.75,0.25,0.25
"18344",18344,1771,19,0.5,0.75,0.5,0,0,0.5,0.5,0.75,0.5,0.75,0.5,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.5,0.75,0.5,0.75,0.75,0.75,1,0.5,0.5
"18345",18345,1771,20,0.75,0.75,0.75,0,0.5,1,0.5,0.5,0.25,0.5,0.25,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.75,0.5,0.75,0.75,0.25,0.25
"18346",18346,1771,21,0.5,0.5,0.5,0,0,0.75,0.75,0.75,0.25,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.25,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.25
"18347",18347,1771,22,0.75,0.75,0.75,0,0,0.5,0.5,0.75,0.5,0.75,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.5
"18348",18348,1771,23,0.5,0.75,0.5,0,0.5,0.75,0,0.25,0.25,0.25,0.25,0,0,0.25,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.25,0.25,0.25,0.75,0.75,0.75,0.25,0
"18349",18349,1771,24,0.5,0.5,0.5,0,0,0.25,0.5,0.75,0.5,0.75,0.5,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.5
"18350",18350,1771,25,0.75,0.75,0.75,0,0,0.5,0.75,0.5,0.5,0.5,0.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.5
"18351",18351,1776,1,0,0.25,0.25,0,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0,0.25,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0.5,0.5,0,0,0.75,0,0.5,0.25,0.5,0.75,0.5,0.75,0.5,0.5
"18352",18352,1776,2,0.5,0.5,0.5,0,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0,0.5
"18353",18353,1776,3,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0,0.25,0.25,0,0.25,0,0.5,0.5,0.5,0.25,0,0.5,0,0,0.25,0.25,0.25,0,0.25,0.25,0.5,0.25,0.5,0,0.25,0.25,0.25,0.25,0.5
"18354",18354,1776,4,0.25,0.5,0.25,0,0,0.5,0.5,0.25,0.5,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0.5,0.5,0.25,0.25,0.5,0,0.25,0.5,0.5,0,0.25
"18355",18355,1776,5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.25,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5
"18356",18356,1776,6,0.5,0.75,0.75,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0.25,0.25,0.5,0,0.25,0.25,0.5,0.25,0.5
"18357",18357,1776,7,0.5,0.5,0.25,0,0,0.5,0.5,0.5,0.25,0.25,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.25,0.25
"18358",18358,1776,8,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5
"18359",18359,1776,9,0.25,0.75,0.25,0.5,0.75,0.75,0.25,0.25,0.25,0,0,0,0.25,0,0,0.5,0.75,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
"18360",18360,1776,10,0.5,0.75,0,0.5,0.5,0.5,0.25,0,0.25,0,0,0,0.25,0,0.25,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0.25
"18361",18361,1776,11,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0,0,0,0,0,0.25,0.5,0.5,0.25,0,0,0.5,0,0,0.25,0.25,0.25,0,0.25,0,0.25,0.25,0.25,0.25,0,0,0.25,0.25,0.25
"18362",18362,1776,12,0.5,0.75,0.25,0.25,0.5,0.5,0.5,0,0.25,0.25,0,0,0,0,0,0.25,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.25,0.25,0.25,0,0.25
"18363",18363,1776,13,0.5,0.5,0.5,0,0.25,0.25,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.5,0.5,0,0.25,0.5,0.5,0.5,0.5
"18364",18364,1776,14,0.5,0.5,0.5,0,0.5,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.5,0.25,0.25,0.25
"18365",18365,1776,15,0.5,0.5,0.5,0,0.25,0.25,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0.5,0.25,0,0,0.5,0.25,0.5,0.5,0.25,0,0.5,0.5,0.5,0.5
"18366",18366,1776,16,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0,0,0,0,0,0.25,0.25,0.5,0.25,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0.25,0,0,0,0.25,0.25,0.25
"18367",18367,1776,17,0.5,0.5,0.25,0,0.25,0.25,0.5,0.5,0.5,0.5,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5
"18368",18368,1776,18,0.5,0.5,0.5,0,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.75,0.25,0.75,0.5,0.25,0.5,0.75,0.75,0.5,0.5
"18369",18369,1776,19,0.5,0.5,0.25,0,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5
"18370",18370,1776,20,0.5,0.75,0.5,0,0.5,0.5,0.25,0,0.25,0.25,0,0,0,0,0,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.5,0,0.25,0.25,0.25,0.25,0.25
"18371",18371,1776,21,0.5,0.5,0.5,0,0.25,0.25,0.5,0.25,0.25,0.5,0,0.25,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0.25,0.25,0,0,0.5,0.25,0.25,0.5,0,0,0.5,0.5,0.25,0.5
"18372",18372,1776,22,0.5,0.5,0.5,0,0.75,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0,0.25,0.25,0.5,0.25,0,0,0.25,0,0,0,0.5,0.5,0,0,0.25,0.5,0.25,0.25,0,0.25,0.25,0.25,0.25,0.25
"18373",18373,1776,23,0.5,0.5,0.5,0,0.25,0.25,0.75,0.5,0.5,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.5,0.25,0.5,0.5,0,0.5,0.5,0.5,0.25,0.5
