"","X","ID","day","beep","observationID","Proud","Success","Superior","Angry","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad"
"26568",26568,266,8,3,44,1,0.2,0,0,0,0,0,0,0.8,0,0,0
"26569",26569,266,8,4,45,1,0.6,0,0,0,0,0,0,1,1,0,0
"26570",26570,266,8,5,46,0.8,1,0,0,0,0,0,0,1,1,0,0
"26571",26571,266,8,6,47,0.8,1,0,0,0,0,0,0,1,1,0,0
"26572",26572,266,9,1,48,0.6,0.6,0,0,0,0,0,0,0.6,1,0,0
"26573",26573,266,9,2,49,0.4,0.2,0,0.6,0,0,0,0.6,0.2,0,0,0.6
"26574",26574,266,9,3,50,0.4,0.4,0,0,0,0,0,0.6,0.4,0.2,0.2,0.6
"26575",26575,266,9,4,51,0.6,1,0,0,0,0,0,0,1,1,0,0
"26576",26576,266,9,5,52,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0.6
"26577",26577,266,9,6,53,0.6,1,0,0,0,0,0,0,0.6,1,0,0
"26578",26578,266,10,1,54,0.6,0.6,0.2,0,0,0,0,0,0.6,0.8,0,0
"26579",26579,266,10,2,55,0.6,0.6,0,0,0,0,0,0,0.6,0.6,0,0
"26580",26580,266,10,3,56,0.2,0,0,0,0,0,0,0,0.4,0.8,0,0.4
"26581",26581,266,10,4,57,0.6,0.4,0,0,0,0,0,0,0.6,0.8,0,0
"26582",26582,266,10,5,58,0.6,0.6,0,0,0,0,0,0,0.6,0.6,0,0
"26583",26583,266,10,6,59,0.6,0.6,0,0,0,0,0,0,0.8,1,0,0
"26584",26584,266,11,1,60,1,0.6,0,0,0,0,0,0,0.6,0.2,0,0
"26585",26585,266,11,2,61,0.2,0.2,0,0,0,0,0,0,0.6,1,0,0
"26586",26586,266,11,3,62,0.4,0.4,0.2,0,0,0,0,0.6,0.6,0.6,0,0
"26587",26587,266,11,4,63,0,0,0,0.4,0.4,0,1,0.6,0,0,0,0.6
"26588",26588,266,11,5,64,0.4,0,0,0,0,0,0,0,0.2,0,0,0.6
"26589",26589,266,11,6,65,0.4,0,0,0,0,0,0,0.8,0,0,0,0.8
"26590",26590,266,12,1,66,0.6,0.6,0,0,0,0,0,0,0.6,1,0,0
"26591",26591,266,12,2,67,0.6,1,0,0,0,0,0,0,1,0.8,0.6,0
"26592",26592,266,12,3,68,0.6,0.2,0,0,0,0,0,0,0.8,1,0,0
"26593",26593,266,12,4,69,0.6,0.6,0,0,0,0,0,0,1,1,0,0
"26594",26594,266,12,5,70,0.6,0,0,0,0,0,0,0,0.8,1,0,0
"26595",26595,266,12,6,71,0.6,0.4,0,0,0,0,0,0,0.6,1,0,0
"26596",26596,266,13,1,72,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0
"26597",26597,266,13,2,73,0.6,0,0,0,0,0,0,0,0.6,1,0,0
"26598",26598,266,13,3,74,0.4,0,0,0,0,0,0,0,0.6,1,0,0
"26599",26599,266,13,4,75,0.6,0,0,0,0,0,0,0,0.6,1,0,0
"26600",26600,266,13,5,76,0.6,0,0,0,0,0,0,0,0.4,1,0,0
"26601",26601,266,13,6,77,0.4,0.8,0,0,0,0,0,0,0.6,1,0,0
"26602",26602,266,14,1,78,0,0,0,0,0,0,0.6,0.8,0,0,0,1
"26603",26603,266,14,2,79,0.6,1,0,0,0,0,0,0,0.6,1,0,0
"26604",26604,266,14,3,80,0.4,0,0,0.8,0,0,1,1,0.2,0,0,1
"26605",26605,266,14,4,81,0.6,0,0,0,0,0,0,0.4,0.8,0.8,0,0
"26606",26606,266,14,5,82,0.6,0.8,0.2,0,0,0,0,0,0.6,1,0,0
"26607",26607,266,14,6,83,0.6,0.6,0,0,0,0,0,0,1,1,0,0
"26608",26608,267,1,1,1,0.6,0.8,0,0,0,0,0,0,0.8,1,0,0
"26609",26609,267,4,1,2,0.6,0.6,0,0,0,0,0,0.2,0.6,0.8,0,0
"26610",26610,267,5,1,3,0.4,0.4,0,0.2,0.4,0,0,0.4,0.8,0.2,0.2,0
"26611",26611,267,5,2,4,0.2,0.2,0.2,0.6,0,0,0,0.6,0,0.4,0,0.2
"26612",26612,267,8,1,5,0.4,0.4,0.2,0,0,0,0.2,0.6,0.4,0.4,0,0
"26613",26613,267,8,2,6,0.4,0.4,0,0,0.4,0,0,0.4,0.6,0.6,0,0
"26614",26614,267,8,3,7,0.8,0.8,0.4,0,0,0,0,0.4,0.8,0.8,0,0
"26615",26615,267,9,1,8,0.2,0.2,0,0,0,0,0,0,0.6,0,0,0
"26616",26616,267,9,2,9,0.6,0.6,0,0,0,0,0,0.8,0.4,0.4,0,0
"26617",26617,268,1,1,1,0.2,0.6,0,0,0,0,0,0,0.8,1,0.2,0.2
"26618",26618,268,1,2,2,0,0.6,0,0,0,0,0,0.6,0.2,0.8,0.4,0
"26619",26619,268,1,3,3,0,0.6,0,0.6,0,0.6,0,0.8,0.2,0.6,0.6,0
"26620",26620,268,1,4,4,0,0,0,0.6,0,0,0,0,0,0.8,0,0
"26621",26621,268,1,5,5,0,0.6,0,0,0,0,0,0,0.8,0.8,0,0
"26622",26622,268,2,1,6,0,0,0,0,0,0,0,0,0.6,0.6,0,0
"26623",26623,268,2,2,7,0.8,0.8,0,0,0,0,0,0,0.6,0.6,0,0
"26624",26624,268,2,3,8,0.6,0.6,0,0,0,0,0,0.8,1,0.8,0,0
"26625",26625,268,2,4,9,0,0.6,0,0,0,0,0,0.6,0.2,0.2,0,0
"26626",26626,268,2,5,10,0,0.6,0,0,0,0,0,0,0.6,0.6,0,0
"26627",26627,268,2,6,11,0.6,0.8,0,0,0,0,0,0,0.8,0.8,0.6,0
"26628",26628,268,3,1,12,0,0,0,0,0,0,0.8,0,0,0.2,0.2,0
"26629",26629,268,3,2,13,0.8,0.6,0,0,0,0,0,0,1,0.6,0,0
"26630",26630,268,3,3,14,0.2,0.4,0,0,0,0,0,0.8,0,0.2,0,0
"26631",26631,268,3,4,15,0.6,0.6,0,0,0,0,0.2,0,0.6,0.6,0,0
"26632",26632,268,3,5,16,0,0.6,0,0.8,0,0.8,0,0.8,0,0,0,0.6
"26633",26633,268,4,1,17,0.2,0.4,0,0,0,0,0.6,0,0,0.6,0,0
"26634",26634,268,4,2,18,0.6,0.8,0,0,0,0,0,0.2,0,0.6,0,0
"26635",26635,268,4,3,19,0,0.6,0,0,0,0,0,0,0,0.6,0,0
"26636",26636,268,4,4,20,0.8,0.8,0,0,0,0,0,0,0.6,0.6,0,0.2
"26637",26637,268,4,5,21,0,0.4,0,0,0,0,0,0.6,0,0.8,0,0
"26638",26638,268,5,1,22,0,0,0,0,0,0,0,0,0,0.6,0,0
"26639",26639,268,5,2,23,0,0.6,0.6,0.2,0,0,0,0.4,0,0.6,0,0
"26640",26640,268,5,3,24,0.6,0.6,0,0,0,0,0,0,0,0.6,0,0
"26641",26641,268,5,4,25,0,1,0,0,0,0,0,0,0.4,0.8,0,0
"26642",26642,268,5,5,26,0.4,0.6,0,0,0,0,0,0.6,0,0.4,0,0
"26643",26643,268,5,6,27,0.4,0.6,0,0,0.8,0.4,0,0,0,0.2,0,0
"26644",26644,268,6,1,28,0.6,1,0,0,0,0,0,0,0.6,1,0,0
"26645",26645,268,6,2,29,0.4,0.6,0,0,0,0,0.4,0.6,0,0.2,0.4,0
"26646",26646,268,6,3,30,0.4,0.6,0,0,0.4,0,0.2,0.6,0.8,0.2,0.2,0
"26647",26647,268,6,4,31,0,0.4,0,0.6,0,0,0,0,0.4,0.2,0,0
"26648",26648,268,6,5,32,0.2,0.6,0,0.6,0,0,0,0.4,0,0.4,0.6,0
"26649",26649,268,6,6,33,0,0.6,0,0,0,0,0,0,0.4,0.6,0,0
"26650",26650,268,7,1,34,0,0.6,0,0,0.4,0,0,0,0.6,0.8,0,0
"26651",26651,268,7,2,35,0.6,0.8,0,0,0,0,0,0,0.4,0.6,0,0
"26652",26652,268,7,3,36,0.6,0.8,0,0,0,0,0,0,0.8,0.8,0,0
"26653",26653,268,7,4,37,0.2,0.4,0,0,0,0,0,0.4,0,0.6,0.2,0
"26654",26654,268,7,5,38,0.4,0.6,0,0,0,0,0,0,0.8,0.8,0,0
"26655",26655,268,7,6,39,0.6,0.8,0,0,0,0,0,0,0.6,0.8,0,0.2
"26656",26656,268,8,1,40,0.6,0.8,0,0,0.2,0,0,0,1,0.6,0,0
"26657",26657,268,8,2,41,0.2,0.4,0,0,0,0,0,0,0.4,0.4,0,0
"26658",26658,268,8,3,42,0.8,0.8,0,0,0,0,0,0,0.8,0.6,0,0
"26659",26659,268,8,4,43,0.6,0.8,0,0,0,0,0,0.2,0,0.4,0,0
"26660",26660,268,8,5,44,0.4,0.8,0,0,0,0,0,0,0,0.8,0,0
"26661",26661,268,8,6,45,0.4,0.6,0,0.6,0,0.2,0,0,0.4,0.2,0,0
"26662",26662,268,9,1,46,0,0.6,0,0,0,0,0,0,0.8,0.8,0,0
"26663",26663,268,9,2,47,0.6,0.8,0,0,0.6,0,0,0,0.8,0.8,0,0
"26664",26664,268,9,3,48,0,0.6,0,0,0,0,0,0.6,0.8,0.8,0.4,0
"26665",26665,268,9,4,49,0,0.8,0,0,0,0,0,0.2,0.2,0.8,0,0
"26666",26666,268,9,5,50,0,0.8,0,0,0,0,0,0,0.4,0.8,0,0
"26667",26667,268,10,1,51,0,0.2,0,0,0.6,0,0.6,0.6,0.8,0,0,0
"26668",26668,268,10,2,52,0.6,1,0,0,0,0,0,0.2,0.4,0.6,0,0
"26669",26669,268,10,3,53,0.4,0.6,0,0,0,0,0,0.4,0.2,0.6,0,0
"26670",26670,268,10,4,54,0.6,0.8,0.6,0,0.6,0,0,0,0.6,0.8,0,0
"26671",26671,268,10,5,55,0.6,1,0,0.6,0,0.4,0,0,0,0.4,0,0
"26672",26672,268,10,6,56,0.6,0.8,0,0,0.4,0,0,0,0.6,0.8,0,0
"26673",26673,268,11,1,57,0.4,0.6,0,0,0.2,0,0,0,0.8,0.8,0,0
"26674",26674,268,11,2,58,0,0.2,0,0.8,0,0,0.8,0.8,0,0.2,0.6,0.4
"26675",26675,268,11,3,59,0.4,0.2,0,0.8,0,0.8,0.6,1,0.2,0,0.6,0
"26676",26676,268,11,4,60,0.4,0.6,0,0.6,0.6,0.6,0.6,0.8,0,0.2,0.8,0
"26677",26677,268,11,5,61,0.2,0.6,0,0,0,0,1,0.4,0,0.2,0,0
"26678",26678,268,11,6,62,0.6,0.8,0,0,0,0,0,0,1,1,0,0
"26679",26679,268,12,1,63,0.6,0.8,0,0,0.4,0,0,0,0.6,0.8,0,0
"26680",26680,268,12,2,64,0.6,0.8,0,0,0,0,0.6,0,0.8,0.8,0,0
"26681",26681,268,12,3,65,0.4,0.4,0,0,0.6,0,0,0,0.4,0.6,0,0
"26682",26682,268,12,4,66,0.4,0.6,0,0,0,0,0,0.8,0.2,0.4,0.6,0
"26683",26683,268,12,5,67,0.6,0.8,0,0,0,0,0,0,0.8,0.6,0,0
"26684",26684,268,12,6,68,0,0,0,0.6,0,0,0.8,0,0.4,0.8,0,0
"26685",26685,268,13,1,69,0.8,1,0,0,0,0,0,0,0.6,0.8,0,0
"26686",26686,268,13,2,70,0.4,0.6,0,0,0,0,0,0.6,0.2,0.6,0.4,0
"26687",26687,268,13,3,71,0,0,0,0.4,0,0,0.4,0,0,0,0,1
"26688",26688,268,13,4,72,0.4,0.6,0,0,0,0,0,0,0.2,0.6,0,0
"26689",26689,268,13,5,73,0.6,0.8,0,0,0,0,0,0,1,0.6,0,0
"26690",26690,268,14,1,74,0.6,0.8,0,0,0,0,0,0,0.6,0.6,0,0.4
"26691",26691,268,14,2,75,0.6,0.8,0,0,0,0,0,0.4,0.2,0.6,0,0
"26692",26692,268,14,3,76,0.4,0.6,0,0,0,0,0,0,0.8,0.8,0,0
"26693",26693,268,14,4,77,0,0,0,0.6,0,0,0.4,0.6,0,0.4,0.8,0
"26694",26694,268,14,5,78,0.6,0.8,0,0,0.4,0,0.4,0,1,1,0,0
"26695",26695,268,14,6,79,0.6,0.6,0,0,0,0,0,0,0.8,1,0.2,0
"26696",26696,269,1,1,1,0.4,0.8,0.2,0,0,0,0,0,0.6,0.8,0,0
"26697",26697,269,2,1,2,0.4,0.8,0,0,0,0,0,0,0.6,0.8,0.2,0
"26698",26698,269,2,2,3,0.8,0.8,0.2,0,0,0,0,0,0.6,0.8,0,0
"26699",26699,269,2,3,4,0.4,0.4,0.2,0,0,0,0,0,0.4,0.6,0,0
"26700",26700,269,3,1,5,0.8,0.8,0,0,0,0,0,0,0.6,0.8,0,0
"26701",26701,269,4,1,6,0.6,0.6,0,0,0,0,0.2,0,0,0.4,0,0
"26702",26702,269,4,2,7,0.6,0.6,0,0,0,0,0,0,0.6,0.8,0,0
"26703",26703,269,4,3,8,0.8,0.8,0,0,0,0,0,0,0,0,0,0
"26704",26704,269,5,1,9,0.8,0.8,0.2,0,0,0,0,0.2,0.8,0.8,0,0
"26705",26705,269,6,1,10,0.4,0.4,0,0,0,0,0,0,0.4,0.8,0,0
"26706",26706,269,12,1,11,0.4,0.6,0,0,0,0,0,0,0.6,0.4,0,0
"26707",26707,269,12,2,12,0.4,0.6,0,0,0,0,0,0,0.6,0.6,0,0
"26708",26708,269,12,3,13,0.6,0.4,0.6,0,0,0,0,0,0.8,0.6,0,0
"26709",26709,270,1,1,1,0,0.4,0.4,0,0,0,0,0,0.6,1,0,0
"26710",26710,270,1,2,2,0,0,0.2,0,0,0,0,0,0.2,1,0,0
"26711",26711,270,1,3,3,0,0,0,0,0,0,0,0,0.2,1,0,0
"26712",26712,270,1,4,4,0,0,0.4,0,0,0.2,0,0,0,1,0,0
"26713",26713,270,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0
"26714",26714,270,1,6,6,0,0,0,0,0,0,0,0,0,1,0,0
"26715",26715,270,2,1,7,0,0,0,0,0,0,0,0,0.2,1,0,0
"26716",26716,270,2,2,8,0,0,0,1,0,0,0,0,0,0,0,0
"26717",26717,270,2,3,9,0,0,0,0,0,0,0,0,0,1,0,0
"26718",26718,270,2,4,10,1,0.8,0,0,0,0,0,0,1,0.4,0,0
"26719",26719,270,2,5,11,0,0.4,0,0,0,0,0,0,1,0.6,0,0
"26720",26720,270,2,6,12,0,0,0,0.2,0,0,0,0,0.2,0.8,0,0
"26721",26721,270,3,1,13,0,0,0,0,0,0,0,0,1,1,0,0
"26722",26722,270,3,2,14,0.6,0.8,0.2,0,0,0,0,0,0.8,1,0,0
"26723",26723,270,3,3,15,0,0,0,0,0,0,0,0,0,1,0,0
"26724",26724,270,3,4,16,0,0,0,0.4,0,0,0,0,0,1,0,0
"26725",26725,270,3,5,17,0,0,0,0,0,0,0,0,1,1,0,0.2
"26726",26726,270,4,1,18,0,0,0,0,0,0,0,0,0,1,0,0
"26727",26727,270,4,2,19,0,0,0,0,0,0,0,0,0,1,0,0
"26728",26728,270,4,3,20,0,0,0,0,0,0,0,0,0,1,0,0
"26729",26729,270,4,4,21,0,0,0,0,0,0,0,0,0,1,0,0
"26730",26730,270,4,5,22,0,0,0,0,0,0,0,0,0,1,0,0
"26731",26731,270,4,6,23,0,0,0,0,0,0,0,0,0.2,1,0,0
"26732",26732,270,5,1,24,0,1,0.6,0,0,0,0,0,1,0.6,0,0
"26733",26733,270,5,2,25,0,0.2,0.2,0,0,0,0,0,0.4,1,0,0
"26734",26734,270,5,3,26,0,0,0,0,0,0,0,0,0,1,0,0
"26735",26735,270,5,4,27,0,0,0,0,0,0,0,0,0,1,0,0
"26736",26736,270,5,5,28,0,0,0,0,0,0,0,0,0,1,0,0
"26737",26737,270,5,6,29,0,0,0,0,0,0,0,0,0,1,0,0
"26738",26738,270,6,1,30,0,0,0,0,0,0,0,0,0,1,0,0
"26739",26739,270,6,2,31,0,0,0,0,0,0,0,0,0,1,0,0
"26740",26740,270,6,3,32,0,0,0,0,0,0,0,0,0,1,0,0
"26741",26741,270,6,4,33,0,1,0,0,0,0,0.2,0,1,1,0,0
"26742",26742,270,6,5,34,0,0,0,0,0,0,0,0,0,1,0,0
"26743",26743,270,6,6,35,0,1,0,0,0,0,0,0,0.6,1,0,0
"26744",26744,270,7,1,36,0,0,0,0,0,0,0,0,0.6,1,0,0
"26745",26745,270,7,2,37,0,0,0,0,0,0,0,0,0,1,0,0
"26746",26746,270,7,3,38,0,0,0,0.4,0,0.2,0,0,0,0.4,0,0
"26747",26747,270,7,4,39,0,0,0,0,0,0,0,0,0,1,0,0
"26748",26748,270,7,5,40,0,0.2,0,0.4,0,0,0,0,0,1,0,0
"26749",26749,270,7,6,41,0,0,0,0,0,0,0,0,0,1,0,0
"26750",26750,270,8,1,42,0.6,0.4,0,0,0,0,0,0,0.4,1,0,0
"26751",26751,270,8,2,43,0,0,0,0,0,0,0,0.6,0,0.4,0,0.2
"26752",26752,270,8,3,44,0,0.4,0,0,0,0,0,0,1,0.8,0,0
"26753",26753,270,8,4,45,0,0,0,0,0,0,0,0,0,1,0,0
"26754",26754,270,9,1,46,0,0,0,0,0,0,0,0,0,1,0,0
"26755",26755,270,9,2,47,0,0,0,0,0,0,0,0,0,1,0,0
"26756",26756,270,9,3,48,0,0,0,0,0,0,0,0.4,0,1,0,0.2
"26757",26757,270,9,4,49,0,0,0,0,0,0,0,0,0,1,0,0
"26758",26758,270,9,5,50,0,0,0,0,0,0,0,0,0,1,0,0
"26759",26759,270,9,6,51,0,0,0,0.2,0,0,0,0,0,1,0,0
"26760",26760,270,10,1,52,0,0,0,0,0,0,0,0,0,1,0,0
"26761",26761,270,10,2,53,0,0,0,0,0,0,0,0,0.4,1,0,0
"26762",26762,270,10,3,54,0,0,0,0,0,0,0,0,0,1,0,0
"26763",26763,270,10,4,55,0,0,0,0,0,0,0,0,0,1,0,0
"26764",26764,270,10,5,56,0,0,0,0,0,0,0,0,0.8,1,0,0
"26765",26765,270,10,6,57,0,0,0,0,0,0,0,0,0,1,0,0
"26766",26766,270,11,1,58,0.4,0.4,0,0,0,0,0,0,0.2,1,0,0
"26767",26767,270,11,2,59,0,0,0,0,0,0,0,0,0,1,0,0
"26768",26768,270,11,3,60,0,0,0,0,0,0,0,0,0,1,0,0
"26769",26769,270,11,4,61,0,0,0,0,0,0,0,0,0,1,0,0
"26770",26770,270,11,5,62,0,0,0,0,0,0,0,0,0,1,0,0
"26771",26771,270,11,6,63,0.4,0.4,0,0,0,0.2,0,0,0,1,0,0
"26772",26772,270,12,1,64,0,0,0,0,0,0,0,0,0,1,0,0
"26773",26773,270,12,2,65,0,0,0,0,0,0,0,0,0,1,0,0
"26774",26774,270,12,3,66,0,0,0,0,0,0,0,0,0,1,0,0
"26775",26775,270,12,4,67,1,1,1,0,0,0,0,0,1,0.4,0,0
"26776",26776,270,12,5,68,0,0,0,0,0,0,0,0,0,1,0,0
"26777",26777,270,12,6,69,0,0,0,0,0,0,0,0,0,1,0,0.2
"26778",26778,270,13,1,70,0,0,0,0,0,0,0,0,0,1,0,0
"26779",26779,270,13,2,71,0,0,0,0,0,0,0,0,0,0.8,0,0
"26780",26780,270,13,3,72,0,0,0,0,0,0,0,0,0,0.6,0,0
"26781",26781,270,13,4,73,0,0,0,0,0,0,0,0,0,1,0,0
"26782",26782,270,13,5,74,0,0,0,0,0,0,0,0,0.4,1,0,0
"26783",26783,270,14,1,75,0,0,0,0,0,0,0,0,0.6,1,0,0
"26784",26784,270,14,2,76,0.2,0.8,0,0,0,0,0,0,0.6,1,0,0
"26785",26785,270,14,3,77,0.6,1,0,0,0,0,0,0,0.4,0.8,0,0
"26786",26786,270,14,4,78,0,0,0,0,0,0,0,0,0,1,0,0
"26787",26787,270,14,5,79,0,1,0,0.4,0,0,0,0,0.4,0.6,0,0
"26788",26788,271,1,1,1,0.6,0.6,0.8,0,0,0,0,0,0.2,1,0,0
"26789",26789,272,1,1,1,0.4,0.4,0,0,0,0,0,0,0.6,0.8,0,0
"26790",26790,272,1,2,2,0.6,0.6,0,0,0,0,0,0,0.4,0.6,0,0
"26791",26791,272,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0
"26792",26792,272,2,1,4,0,0.2,0,0.6,0,0,0,0,0,0.4,0,0
"26793",26793,272,2,2,5,0,0,0,0.2,0,0,0,0,0,0.6,0,0
"26794",26794,272,2,3,6,0.6,1,0,0,0,0,0,0,1,0.6,0,0
"26795",26795,272,3,1,7,0,0,0,0,0,0,0,0,0,1,0,0
"26796",26796,272,3,2,8,0.4,0.4,0,0,0.2,0,0,0,0.6,0.8,0,0
"26797",26797,272,3,3,9,0,0.8,0,0,0,0,0,0,0.4,0.8,0,0
"26798",26798,272,3,4,10,0,0,0,0,0,0,0,0,0,0.4,0,0
"26799",26799,272,4,1,11,0,0,0,0,0,0,0,0,0.4,1,0,0
"26800",26800,272,4,2,12,0.4,0.6,0,0,0,0,0,0,0.8,0.8,0,0
"26801",26801,272,4,3,13,0,0,0,0,0,0,0,0,0.6,0.8,0,0
"26802",26802,272,5,1,14,0.2,0.4,0,0,0,0,0,0,0.8,0.8,0,0
"26803",26803,272,5,2,15,0.2,0,0,0,0,0,0,0,0.6,0.8,0,0
"26804",26804,272,5,3,16,0.4,0.6,0,0,0,0,0,0,0.4,0.8,0,0.4
"26805",26805,272,5,4,17,0,0,0,0,0,0,0.6,0.4,0,0,0,0.8
"26806",26806,272,6,1,18,0,0.6,0,0,0,0,0,0,0.4,1,0,0
"26807",26807,272,6,2,19,0.2,0.4,0,0,0,0,0,0,0,0.8,0,0
"26808",26808,272,6,3,20,0.4,0.4,0,0,0,0,0,0,0.6,0.8,0,0
"26809",26809,272,6,4,21,0,0,0,0.8,0,0,0.2,0.4,0,0,0,0.6
"26810",26810,272,6,5,22,0,0,0,0,0,0,0,0,0,0,0,0.6
"26811",26811,272,7,1,23,0,0,0,0,0,0,0,0,0.6,1,0,0
"26812",26812,272,7,2,24,0.2,0.2,0,0,0,0,0,0,0.6,0.8,0,0
"26813",26813,272,7,3,25,0,0,0,0,0,0,0,0,0.8,0.8,0,0
"26814",26814,272,8,1,26,0,0,0,0,0,0,0,0,0,0.8,0,0
"26815",26815,272,9,1,27,0,0,0,0,0,0,0,0,0,0.4,0,0
"26816",26816,272,9,2,28,0.6,0.6,0,0,0,0,0,0,0.8,0.4,0,0
"26817",26817,272,10,1,29,0,0,0,0,0,0,0,0,0,0,0,0
"26818",26818,272,10,2,30,0,0,0,0,0,0,0,0,0,0,0,0.8
"26819",26819,272,11,1,31,0,0,0,0.8,0,0,0,0.6,0,0,0,0.4
"26820",26820,272,11,2,32,0,0,0,0,0,0,0,0,0.4,1,0,0
"26821",26821,272,12,1,33,0,0,0,0,0,0,0,0,0,0,0,0
"26822",26822,272,12,2,34,0.2,0.6,0,0,0,0,0.2,0.4,0.4,1,0,0
"26823",26823,272,12,3,35,0,0,0,0,0,0,0.2,0.4,0,0,0.2,0.4
"26824",26824,272,13,1,36,0.2,0.2,0,0,0,0,0,0.6,0,0,0.4,0
"26825",26825,272,14,1,37,0.4,0.4,0,0,0,0,0,0,0.4,1,0,0
"26826",26826,272,14,2,38,0,0,0,0,0,0,0,0,0,0.6,0,0
"26827",26827,272,14,3,39,0,0,0,0,0,0,0,0,0.8,1,0,0
"26828",26828,273,1,1,1,0.6,0.4,0.2,0.2,0,0,0,0,0.6,0.6,0,0
"26829",26829,273,1,2,2,0.2,0.2,0.2,0,0,0,0,0,0.8,0.8,0,0
"26830",26830,273,2,1,3,0.4,0.4,0.2,0.2,0,0,0,0,0.6,0.6,0,0
"26831",26831,273,2,2,4,0.8,0.6,0.2,0,0,0,0,0,0.6,0.8,0,0
"26832",26832,273,2,3,5,1,1,0.2,0,0,0,0,0.2,0.4,0.4,0,0
"26833",26833,273,3,1,6,0.8,0.8,0.6,0.2,0,0,0,0.2,0.6,0.6,0,0
"26834",26834,273,3,2,7,0.8,0.4,0.2,0.2,0,0,0,0.4,0.8,0.4,0,0
"26835",26835,273,3,3,8,0.2,0.2,0,0.8,0,0,0,0.6,0.2,0.2,0,0.4
"26836",26836,273,4,1,9,0,0,0,0,0,0,0,0,0,1,0,0
"26837",26837,273,4,2,10,0.4,0.2,0.2,0.6,0,0,0,0,0.2,0.6,0,0.2
"26838",26838,273,4,3,11,0.4,0.4,0,0,0,0,0,0,0.6,1,0,0
"26839",26839,273,4,4,12,0.6,0.4,0,0.2,0,0,0,0.2,0.2,0.6,0.2,0
"26840",26840,273,4,5,13,0.6,0.6,0.4,0,0,0,0,0.2,0.2,1,0,0
"26841",26841,273,5,1,14,0.4,0.8,0.2,0.2,0,0,0,0.4,0.6,0.6,0,0
"26842",26842,273,5,2,15,0.4,0.4,0.2,0.8,0,0,0,0.8,0,0.2,0.6,0
"26843",26843,273,5,3,16,0.2,0.4,0.2,0.6,0.4,0,0,0.6,0.4,0.4,0.6,0
"26844",26844,273,5,4,17,0.6,0.4,0.4,0.2,0,0,0,0.4,0.4,1,0,0
"26845",26845,273,6,1,18,0.4,0.6,0.4,0.4,0.2,0.2,0,0.6,0.4,0.4,0.6,0
"26846",26846,273,6,2,19,0.4,0.6,0.2,0.4,0,0,0,0.4,0.4,0.6,0.2,0
"26847",26847,273,6,3,20,0.8,0.8,0.6,0.2,0,0,0,0.2,0.6,0.8,0.2,0
"26848",26848,273,6,4,21,0.8,0.8,0.4,0.2,0,0,0,0.4,0.6,0.8,0,0
"26849",26849,273,6,5,22,0.8,0.8,0.6,0.2,0,0,0,0.4,0.4,0.6,0.2,0
"26850",26850,273,7,1,23,0.4,0.2,0.2,0.2,0,0,0,0.4,0.8,1,0,0
"26851",26851,273,7,2,24,0.2,0.2,0.2,0,0,0,0,0.2,0.8,1,0,0
"26852",26852,273,7,3,25,1,0.8,0.6,0.2,0,0,0,0.6,0.6,0.8,0,0
"26853",26853,273,7,4,26,0.8,1,0.6,0.4,0,0,0,0.4,0.6,0.8,0.2,0
"26854",26854,273,7,5,27,0.4,0.2,0.2,0.4,0,0,0.2,0,0.4,1,0,0
"26855",26855,273,8,1,28,0.6,0.4,0.4,0,0,0,0,0.4,0.8,1,0,0
"26856",26856,273,8,2,29,0.8,0.6,0.8,0.2,0,0,0,0.4,0.8,1,0,0
"26857",26857,273,8,3,30,1,1,0.8,0.4,0,0.2,0,0.2,0.8,0.8,0,0
"26858",26858,273,8,4,31,0.4,0.4,0.4,0.2,0,0,0,0.8,0.6,0.8,0.4,0
"26859",26859,273,9,1,32,0.4,0.4,0,0.4,0,0,0,0.4,0.2,1,0.2,0
"26860",26860,273,9,2,33,0.4,0.4,0.6,0.4,0,0,0,0.6,0.4,0.8,0.2,0
"26861",26861,273,9,3,34,0.8,0.6,0.2,0.2,0,0,0.2,0.8,0.8,0.6,0.4,0
"26862",26862,273,9,4,35,1,0.8,0.6,0.2,0,0,0,0.4,0.8,1,0,0
"26863",26863,273,9,5,36,0.8,0.4,0.6,0.4,0,0,0.2,0.4,0.8,1,0.2,0
"26864",26864,273,10,1,37,0.8,0.4,0.6,0.2,0,0,0,0.4,1,1,0,0
"26865",26865,273,10,2,38,1,0.8,0.8,0.2,0,0.2,0,0.4,1,1,0,0
"26866",26866,273,10,3,39,1,0.4,0.4,0.4,0,0,0,0.2,0.8,1,0,0
"26867",26867,273,11,1,40,0.8,0.6,0.6,0.2,0,0,0,0.2,0.8,1,0,0
"26868",26868,273,11,2,41,0.6,0.4,0.6,0,0,0,0,0.6,0.4,1,0,0
"26869",26869,273,11,3,42,0.6,0.4,0.4,0.2,0,0,0,0.6,0.6,0.6,0,0
"26870",26870,273,11,4,43,0.8,0.6,0.6,0.2,0,0,0,0.4,0.6,1,0,0
"26871",26871,273,12,1,44,0.6,0.2,0.2,0,0,0,0,0.4,0.6,1,0,0
