"","X","ID","day","beep","observationID","Proud","Success","Superior","Angry","Excluded","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad","Lonely"
"50356",50356,1648,13,3,75,0.6,0.6,0.6,0,0,0,0,0,0,0.2,0.4,0,0,0
"50357",50357,1648,13,4,76,0.4,0.4,0.4,0.4,0,0,0,0,0,0.4,0.4,0,0,0
"50358",50358,1648,13,5,77,0.6,0.6,0.6,0.4,0,0,0,0,0,0.6,0.6,0,0,0
"50359",50359,1648,13,6,78,0.6,0.4,0.2,0,0,0,0,0,0,0.4,1,0,0,0
"50360",50360,1648,14,1,79,0.8,0.8,0.6,0,0,0,0,0,0,0.6,0.8,0,0,0
"50361",50361,1648,14,2,80,0.6,0.6,0.6,0.2,0,0,0,0,0,0,0,0.2,0,0
"50362",50362,1648,14,3,81,0.6,0.6,0.4,0,0,0,0,0,0,0.6,0.8,0,0,0
"50363",50363,1648,14,4,82,0.6,0.8,0.6,0,0,0,0,0,0,0.6,0.8,0,0,0
"50364",50364,1648,14,5,83,0.6,0.6,0.6,0,0,0,0,0,0,0.4,0.8,0,0,0
"50365",50365,1648,14,6,84,0.4,0.4,0.4,0,0,0,0,0,0.2,0,0.4,0.6,0.6,0
"50366",50366,1649,1,1,1,0,1,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"50367",50367,1649,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"50368",50368,1649,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"50369",50369,1650,1,1,1,0.4,1,0,0,0,0,0,0,0,0,0.4,0,0,0
"50370",50370,1650,1,2,2,0.2,1,0,0,0,0,0,0,0,0,0.6,0,0,0
"50371",50371,1650,3,1,3,0.6,0.6,0,0.2,0,0,0,0,0.2,0,0.8,0,0,0
"50372",50372,1651,1,1,1,0.6,0.8,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0,0.4
"50373",50373,1651,1,2,2,0.6,0.8,0.6,0.2,0,0,0,0.2,0.2,0.6,0.4,0,0,0
"50374",50374,1651,1,3,3,0.4,0.6,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50375",50375,1651,2,1,4,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0.2
"50376",50376,1651,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50377",50377,1651,2,3,6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"50378",50378,1651,2,4,7,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"50379",50379,1651,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50380",50380,1651,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50381",50381,1651,3,3,10,0,0.8,0,0,0,0,0,0,0,0.6,0.4,0,0,0
"50382",50382,1651,3,4,11,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"50383",50383,1651,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50384",50384,1651,4,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50385",50385,1651,4,3,14,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0
"50386",50386,1651,5,1,15,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0
"50387",50387,1651,5,2,16,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50388",50388,1651,6,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50389",50389,1651,6,2,18,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"50390",50390,1651,7,1,19,0.2,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50391",50391,1651,7,2,20,0.4,0.4,0,0.4,0,0,0,0,0,0.4,0,0,0,0
"50392",50392,1651,8,1,21,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"50393",50393,1651,8,2,22,0,0.4,0,0,0,0.2,0,0,0,0.6,0.6,0,0,0
"50394",50394,1651,9,1,23,0,0.4,0,0.2,0,0,0,0,0,0.2,0.4,0,0,0
"50395",50395,1651,9,2,24,0.8,0.8,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"50396",50396,1651,9,3,25,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"50397",50397,1651,10,1,26,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"50398",50398,1651,10,2,27,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"50399",50399,1651,11,1,28,0,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0
"50400",50400,1651,11,2,29,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"50401",50401,1651,12,1,30,0.6,0.6,0.2,0,0,0,0,0,0,0.8,0.6,0,0,0
"50402",50402,1651,12,2,31,0,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50403",50403,1651,12,3,32,0.4,0.8,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50404",50404,1651,13,1,33,0,0.2,0,0,0.2,0,0,0.4,0,0.4,0.6,0,0,0
"50405",50405,1651,14,1,34,0,0.4,0,0,0,0,0,0,0,0.4,0.2,0,0,0
"50406",50406,1651,14,2,35,0.2,0.2,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"50407",50407,1651,14,3,36,0.4,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50408",50408,1652,1,1,1,0,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50409",50409,1652,1,2,2,0,0.2,0,0,0,0,0,0,0,0.2,1,0,0,0
"50410",50410,1652,2,1,3,0.4,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"50411",50411,1652,2,2,4,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50412",50412,1652,3,1,5,0.2,0.4,0,0,0,0,0,0,0,0.2,0.6,0.2,0,0
"50413",50413,1652,3,2,6,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50414",50414,1652,4,1,7,0,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50415",50415,1652,4,2,8,0,0,0,0,0.2,0,0,0,0,0.4,0.4,0,0,0
"50416",50416,1652,4,3,9,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50417",50417,1652,4,4,10,0,0,0,0,0.2,0,0,0,0,0.4,0.8,0,0,0.2
"50418",50418,1652,5,1,11,0,0.4,0,0,0,0,0,0,0,0.6,0.4,0,0,0
"50419",50419,1652,5,2,12,0.2,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"50420",50420,1652,5,3,13,0,0.4,0.6,0,0,0,0,0,0,0.2,0.4,0,0,0
"50421",50421,1652,5,4,14,0.6,0.6,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"50422",50422,1652,5,5,15,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50423",50423,1652,6,1,16,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50424",50424,1652,6,2,17,0,0.2,0,0,0,0,0,0,0,0.6,0.4,0,0,0
"50425",50425,1652,6,3,18,0,0.4,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"50426",50426,1652,6,4,19,0,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50427",50427,1652,7,1,20,0,0.4,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"50428",50428,1652,7,2,21,0.2,0.6,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"50429",50429,1652,7,3,22,0,0.4,0,0,0,0,0,0,0,0.8,0.4,0,0,0
"50430",50430,1652,7,4,23,0,0.4,0,0,0,0,0,0,0.2,0.6,0.4,0,0,0
"50431",50431,1652,7,5,24,0,0.6,0,0,0,0,0,0,0,0.8,0.4,0,0,0
"50432",50432,1652,7,6,25,0,0.4,0,0.4,0,0,0,0,0,0.8,0.4,0,0,0
"50433",50433,1652,8,1,26,0,0,0,0.4,0,0,0,0,0.6,0,0.2,0.4,0,0
"50434",50434,1652,8,2,27,0,0.4,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"50435",50435,1652,8,3,28,0.2,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"50436",50436,1652,8,4,29,0,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"50437",50437,1652,8,5,30,0,0,0,0.2,0,0,0,0,0.4,0.4,0.4,0,0,0
"50438",50438,1652,9,1,31,0,0.4,0,0,0,0,0,0,0.2,0.6,0.4,0,0,0
"50439",50439,1652,9,2,32,0,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50440",50440,1652,9,3,33,0,0.4,0,0,0,0,0,0,0,1,0.6,0,0,0
"50441",50441,1652,10,1,34,0,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0
"50442",50442,1652,10,2,35,0,0.2,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50443",50443,1652,10,3,36,0,0.4,0,0,0,0,0,0,0,1,0.6,0,0,0
"50444",50444,1652,11,1,37,0.4,0.6,0,0,0,0,0,0,0,0.6,0.4,0,0,0
"50445",50445,1652,11,2,38,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50446",50446,1652,11,3,39,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50447",50447,1652,11,4,40,0.2,0.4,0,0,0,0,0,0,0,0.8,0.4,0,0,0
"50448",50448,1652,12,1,41,0.2,0.4,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"50449",50449,1652,12,2,42,0,0.6,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50450",50450,1652,12,3,43,0,0.4,0,0,0,0,0,0,0,1,0.6,0,0,0.2
"50451",50451,1652,12,4,44,0,0,0,0.2,0,0,0,0,0,0,0.6,0,0,0
"50452",50452,1652,13,1,45,0.2,0.6,0,0,0,0,0,0,0,1,0.6,0,0,0
"50453",50453,1652,13,2,46,0,0.4,0,0.2,0,0,0,0,0,0,0.4,0,0,0
"50454",50454,1652,13,3,47,0,0.2,0.2,0,0,0,0,0,0.2,0,0.6,0,0,0
"50455",50455,1652,13,4,48,0,0,0,0.2,0,0,0,0,0,0,0.4,0,0,0
"50456",50456,1652,14,1,49,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"50457",50457,1652,14,2,50,0,0.2,0.4,0.2,0,0,0,0,0.2,0.2,0.6,0,0,0
"50458",50458,1652,14,3,51,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50459",50459,1652,14,4,52,0,0.2,0.2,0,0.2,0,0,0,0,0.4,0.6,0,0,0
"50460",50460,1653,1,1,1,1,1,0,0.2,0,0,0.4,0.8,0,0.8,0.6,0,0,0
"50461",50461,1653,1,2,2,1,0.8,0.4,0.2,0,0,0.4,0.4,0,0.8,0.6,0,0,0
"50462",50462,1653,1,3,3,0.6,0.6,0,0.2,0,0,0,0,0,0.8,0.6,0,0,0
"50463",50463,1653,1,4,4,0.6,0.6,0,0.2,0,0,0,0,0,0.8,0.8,0.4,0,0
"50464",50464,1653,1,5,5,0.6,0.6,0,0.6,0,0,0,0,0,0.4,0.8,0,0,0
"50465",50465,1653,2,1,6,0,0,0,0.4,0,0,0,0,0,0,0.6,0,0,0
"50466",50466,1653,2,2,7,0,0.8,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50467",50467,1653,2,3,8,0,0,0.6,1,0,0,0.8,0,0,0,0.4,0.4,0.8,0
"50468",50468,1653,2,4,9,0,0.2,0.4,1,0,0,0.8,0,0,0,0.4,0,0.8,0
"50469",50469,1653,2,5,10,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50470",50470,1653,2,6,11,0,0,0,0.4,0,0,0,0,0,0,0.6,0,0.4,0.2
"50471",50471,1653,3,1,12,0,0.4,0,0.2,0,0,0,0,0,0,0.8,0,0,0
"50472",50472,1653,3,2,13,0.4,0.4,0,0.4,0,0.2,0.2,0,0,0,0.8,0,0.4,0
"50473",50473,1653,3,3,14,0,0,0,1,0.4,0,1,0,0.8,0,0.2,0.6,1,0.8
"50474",50474,1653,3,4,15,0.2,1,0.4,0.2,0,0,0,0,0,0.4,0.8,0,0,0
"50475",50475,1653,3,5,16,0,0,0,0.8,0,0,0.6,0,0,0,0.4,0,0.8,0
"50476",50476,1653,4,1,17,0,0.4,0.6,0.6,0,0,0.6,0,0,0,0.8,0,0,0
"50477",50477,1653,4,2,18,0.2,0.2,0.6,0.2,0,0,0,0,0,0,0.6,0,0,0
"50478",50478,1653,4,3,19,0.2,0.2,0.2,0.8,0,0,0.8,0,0,0,0.4,0,0,0
"50479",50479,1653,4,4,20,0,0.2,0.6,1,0,0,1,0,0,0,0.6,0,0,0
"50480",50480,1653,5,1,21,0,0.6,0.8,0.2,0,0,0,0,0,0.4,0.8,0,0,0
"50481",50481,1653,5,2,22,0.6,0.8,1,0.4,0,0,0,0,0,0,0.6,0,0.2,0
"50482",50482,1653,6,1,23,0,0,0.6,0.8,0,0,0.8,0,0,0,0.6,0,0,0
"50483",50483,1653,6,2,24,0,1,0,0,0,0,0,0.6,0,0,0.4,0,0,0
"50484",50484,1653,7,1,25,0,0.4,0,0.2,0,0,0,0,0,0,0.8,0,0,0
"50485",50485,1653,7,2,26,0.4,0.4,0,0.4,0,0,0,0,0,0.4,0.6,0,0,0
"50486",50486,1653,7,3,27,0,0.8,0.8,0.6,0,0,0,0,0,0,0.6,0,0,0
"50487",50487,1653,8,1,28,0,0.6,0,0.4,0,0,0,0.6,0,1,0.6,0,0.8,0
"50488",50488,1653,8,2,29,0.8,0.6,0,0,0,0,0,0.8,0,1,0.6,0,0.6,0
"50489",50489,1653,11,1,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"50490",50490,1653,11,2,31,0,0.4,0,0.4,0,0,0,0,0,0,0.8,0,0,0
"50491",50491,1653,13,1,32,0.8,0.8,0.8,0,0,0,0,0,0,0.6,1,0,0,0
"50492",50492,1654,1,1,1,0.8,0.8,0,0,0,0,0,0,0,0.8,1,0,0,0
"50493",50493,1654,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"50494",50494,1654,2,2,3,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"50495",50495,1654,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50496",50496,1654,3,1,5,0.6,0.6,0,0,0,0,0,0,0,0,1,0,0,0
"50497",50497,1654,3,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"50498",50498,1654,3,3,7,0.8,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"50499",50499,1654,3,4,8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"50500",50500,1654,4,1,9,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"50501",50501,1654,4,2,10,0.8,0.8,0,0,0,0,0,0,0,0,1,0,0,0
"50502",50502,1654,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50503",50503,1654,4,4,12,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"50504",50504,1654,4,5,13,0,0.6,0,0,0,0,0,0,0,0,0.4,0,0,0
"50505",50505,1654,5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50506",50506,1654,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50507",50507,1654,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50508",50508,1654,10,1,17,0.4,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50509",50509,1654,10,2,18,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0
"50510",50510,1654,12,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50511",50511,1654,12,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50512",50512,1655,1,1,1,0.4,0.8,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50513",50513,1655,1,2,2,0.4,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50514",50514,1655,1,3,3,0.4,0.4,0,0,0,0,0,0,0,1,0.8,0,0,0
"50515",50515,1655,1,4,4,0.8,0.8,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"50516",50516,1655,2,1,5,1,1,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"50517",50517,1655,2,2,6,0.6,0.6,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"50518",50518,1655,2,3,7,0.4,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"50519",50519,1655,2,4,8,0.6,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"50520",50520,1655,2,5,9,0.6,0.8,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"50521",50521,1655,3,1,10,0.2,0.2,0,0,0,0,0,0,0,0.6,0.4,0,0,0
"50522",50522,1655,3,2,11,0,1,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50523",50523,1655,3,3,12,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50524",50524,1655,3,4,13,0,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"50525",50525,1655,4,1,14,0.2,0.2,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"50526",50526,1655,4,2,15,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0
"50527",50527,1655,4,3,16,0,0.2,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"50528",50528,1655,4,4,17,0,1,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"50529",50529,1655,4,5,18,0.4,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50530",50530,1655,5,1,19,0,0.2,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"50531",50531,1655,5,2,20,0.8,1,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"50532",50532,1655,5,3,21,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50533",50533,1655,5,4,22,0.6,0.6,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"50534",50534,1655,6,1,23,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
"50535",50535,1655,6,2,24,0.2,0.2,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50536",50536,1655,6,3,25,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50537",50537,1655,7,1,26,0,0.2,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"50538",50538,1655,7,2,27,0,0.4,0,0,0,0,0,0,0,0.4,0,0,0,0
"50539",50539,1655,7,3,28,0.2,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50540",50540,1655,7,4,29,0.2,0.2,0,0,0,0,0,0,0,0.6,0,0,0,0
"50541",50541,1655,8,1,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"50542",50542,1655,8,2,31,0.2,0.6,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"50543",50543,1655,9,1,32,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0
"50544",50544,1655,9,2,33,1,1,0,0,0,0,0,0,0,1,0.4,0,0,0
"50545",50545,1655,9,3,34,0,0,0,0,0,0,0,0,0,0.8,0.6,0,0,0
"50546",50546,1655,10,1,35,0,0.4,0,0,0,0,0,0,0,0,0.8,0,0,0
"50547",50547,1655,10,2,36,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"50548",50548,1655,11,1,37,0,0.4,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"50549",50549,1655,13,1,38,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"50550",50550,1655,13,2,39,1,1,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50551",50551,1655,14,1,40,1,1,0,0,0,0,0,0,0,1,0.6,0,0,0
"50552",50552,1655,14,2,41,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0
"50553",50553,1655,14,3,42,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0
"50554",50554,1655,14,4,43,1,1,0,0,0,0,0,0,0,1,0.6,0,0,0
"50555",50555,1656,1,1,1,0.2,0.2,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"50556",50556,1656,1,2,2,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50557",50557,1656,2,1,3,0.4,0.6,0.6,0,0,0,0,0,0,0.4,0.8,0,0,0
"50558",50558,1656,2,2,4,0.4,0.4,0,0,0,0,0,0,0,0.4,1,0.4,0,0
"50559",50559,1656,2,3,5,0.4,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50560",50560,1656,3,1,6,0.8,0.8,0,0,0,0,0,0,0,1,1,0,0,0
"50561",50561,1656,3,2,7,0.4,0.4,0.2,0,0,0,0,0,0,0.8,1,0,0,0
"50562",50562,1656,3,3,8,0.4,0,0,0,0,0,0,0,0,1,1,0,0,0
"50563",50563,1656,4,1,9,0.4,0.6,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"50564",50564,1656,4,2,10,0.4,0.4,0,0,0,0,0,0,0,0.4,1,0,0,0
"50565",50565,1656,4,3,11,0.6,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"50566",50566,1656,4,4,12,0.8,0.8,0.6,0,0,0,0,0,0,0.4,0.8,0,0,0
"50567",50567,1656,4,5,13,0.6,0.6,0.4,0,0,0,0,0,0,0.6,1,0,0,0
"50568",50568,1656,4,6,14,0.4,0.4,0,0,0,0,0,0,0,0.4,1,0,0,0
"50569",50569,1656,5,1,15,0.2,0.8,0.6,0.6,0,0,0,0,0,0.4,0.8,0,0,0
"50570",50570,1656,5,2,16,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0
"50571",50571,1656,5,3,17,0.4,0.4,0.4,0.8,0,0,0,0,0,0.4,0.4,0,0,0
"50572",50572,1656,6,1,18,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0
"50573",50573,1656,6,2,19,0.6,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"50574",50574,1656,7,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"50575",50575,1656,7,2,21,0.4,0.4,0.4,0.2,0,0,0,0,0,0.2,0.8,0,0,0
"50576",50576,1656,7,3,22,0,0.6,0.4,0,0,0,0,0,0,0.4,0.6,0,0,0
"50577",50577,1656,7,4,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"50578",50578,1656,8,1,24,1,1,1,0,0,0,0,0,0,0.6,1,0,0,0
"50579",50579,1656,11,1,25,0.8,0.8,0,0,0,0,0,0,0,0.6,1,0,0,0
"50580",50580,1657,1,1,1,0.8,0.8,0,0,0.2,0,0,0,0,0.6,1,0,0,0.2
"50581",50581,1657,1,2,2,0.4,0.6,0,0,0.2,0,0,0,0,0.6,1,0,0,0.2
"50582",50582,1657,1,3,3,0.4,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50583",50583,1657,2,1,4,0.6,0.6,0,0,0,0,0,0,0,0.4,1,0,0,0.2
"50584",50584,1657,2,2,5,0.8,0.6,0,0,0,0,0,0,0,0.8,1,0,0,0
"50585",50585,1657,2,3,6,0.6,0.8,0,0,0,0,0,0,0,0.6,1,0,0,0.2
"50586",50586,1657,3,1,7,0.4,0.4,0,0,0,0,0,0,0,0.6,1,0,0,0.2
"50587",50587,1657,3,2,8,0,0.6,0,0,0,0,0,0,0,0.4,1,0,0,0.2
"50588",50588,1657,3,3,9,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50589",50589,1657,3,4,10,0.6,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0.2
"50590",50590,1657,4,1,11,0.6,0.8,0,0,0,0,0,0,0,0.6,1,0,0,0
"50591",50591,1657,4,2,12,0,0.8,0,0,0,0,0,0,0,0.6,1,0,0,0.2
"50592",50592,1657,4,3,13,0,0.6,0,0,0,0,0,0,0.2,0.8,0.8,0,0,0
"50593",50593,1657,5,1,14,0,0.8,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50594",50594,1657,5,2,15,0.4,0.8,0,0,0,0,0,0,0.2,0.6,0.8,0,0,0
"50595",50595,1657,5,3,16,0.6,0.8,0,0,0,0,0,0,0,0.6,1,0,0,0
"50596",50596,1657,5,4,17,0.4,0.6,0,0,0,0,0,0,0,0.4,1,0,0,0
"50597",50597,1657,6,1,18,0,0.4,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50598",50598,1657,6,2,19,0,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0
"50599",50599,1657,7,1,20,0,0.8,0,0,0,0,0,0,0,0.6,1,0,0,0.2
"50600",50600,1657,8,1,21,0.6,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0.2
"50601",50601,1657,8,2,22,0.2,0.2,0,0,0,0,0,0,0,0.4,1,0,0,0
"50602",50602,1657,9,1,23,0,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"50603",50603,1657,10,1,24,0.2,0.2,0,0,0,0,0,0,0,0.8,1,0,0,0
"50604",50604,1657,11,1,25,0.6,0.6,0,0,0,0,0,0,0.2,0.4,0.8,0,0,0
"50605",50605,1657,12,1,26,0.6,0.6,0,0,0,0,0,0,0.2,0.6,1,0,0,0
"50606",50606,1657,14,1,27,0.4,0.4,0,0,0,0,0,0,0.2,0.6,1,0,0,0
"50607",50607,1658,1,1,1,0.4,0.4,0.4,0.4,0.6,0,0,0,0,0.4,0.6,0.2,0.4,0.6
"50608",50608,1658,1,2,2,0.2,0.2,0.2,0.8,0.6,0,0,0.6,0.6,0,0.2,0.2,0.6,0.6
"50609",50609,1658,2,1,3,0,0,0,0.8,0.6,0,0,0.4,0.4,0,0.2,0.2,0.6,0.8
"50610",50610,1658,2,2,4,0.4,0.4,0.2,0,0.4,0,0,0,0,0,0.6,0,0.6,0.6
"50611",50611,1658,2,3,5,0,0,0,0,0.6,0,0,0,0,0,0.6,0.2,0.6,0.8
"50612",50612,1658,3,1,6,0.4,0.4,0.4,0,0.4,0,0,0,0,0.4,0.6,0,0.4,0.2
"50613",50613,1658,3,2,7,0.4,0.6,0.4,0,0,0,0,0,0,0.4,0.6,0,0.2,0
"50614",50614,1658,4,1,8,0.2,0.2,0,0,0.4,0,0,0,0,0,0.4,0,0.2,0.2
"50615",50615,1658,4,2,9,0.4,0.6,0.4,0,0.2,0,0,0,0,0.6,0.6,0,0.2,0.2
"50616",50616,1658,5,1,10,0,0.4,0.4,0,0,0,0,0,0,0.4,0.6,0,0.2,0.2
"50617",50617,1658,5,2,11,0.4,0.4,0,0,0.2,0,0,0,0,0.4,0.6,0,0.2,0.6
"50618",50618,1658,6,1,12,0,0,0,0,0.4,0,0,0,0,0,0.6,0,0.4,0.6
"50619",50619,1658,8,1,13,0,0,0,0,0.2,0,0,0,0,0.4,0.6,0,0.2,0.4
"50620",50620,1658,8,2,14,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0.4
"50621",50621,1658,9,1,15,0,0,0,0.8,0.2,0,0,0.6,0.6,0,0,0.4,0.8,0.4
"50622",50622,1658,9,2,16,0,0,0,0.6,0.6,0,0,0.6,0.4,0,0,0.4,0.8,0.8
"50623",50623,1658,9,3,17,0,0,0,0,0.2,0,0,0,0.2,0,0.4,0.2,0.8,0.8
"50624",50624,1658,10,1,18,0.4,0.6,0,0.2,0.4,0,0,0,0,0.2,0.6,0,0.2,0.8
"50625",50625,1658,10,2,19,0,0,0,0,0.6,0,0,0,0.6,0.2,0.6,0.4,0.4,0.8
"50626",50626,1658,10,3,20,0.2,0,0,0,0.8,0,0,0,0.2,0.2,0.8,0,0.4,0.8
"50627",50627,1658,11,1,21,0.2,0.4,0,0.2,0.2,0,0,0.2,0,0,0.4,0,0.4,0.4
